source,target,kozos_hatar_m
N002576,N002622,861.952
N002577,N002666,3136.045
N002577,N002663,4276.401
N002577,N002659,94.582
N002577,N002656,5218.036
N002578,N002606,4661.281
N002579,N002880,1629.951
N002579,N002835,2320.634
N002579,N002787,4035.526
N002579,N002883,415.123
N002579,N002884,2282.892
N002580,N002720,1074.703
N002580,N002799,1198.285
N002581,N002611,2586.758
N002581,N002625,4261.87
N002581,N002658,4314.507
N002582,N002646,3086.089
N002582,N002618,5422.48
N002583,N002613,1155.598
N002583,N002657,2165.154
N002583,N002616,1590.088
N002584,N002609,3317.64
N002584,N002627,3528.947
N002584,N002626,1905.947
N002585,N002650,4653.112
N002585,N002614,4413.188
N002585,N002661,2057.246
N002586,N002628,6235.463
N002587,N002596,2939.977
N002587,N002590,4798.662
N002588,N002632,1601.857
N002588,N002637,2249.518
N002589,N002621,3313.827
N002589,N002610,1876.762
N002589,N002650,2270.261
N002590,N002596,6311.703
N002590,N002660,349.403
N002591,N002600,1120.44
N002592,N002621,5175.747
N002592,N002663,1647.618
N002592,N002610,1846.009
N002592,N002635,5222.137
N002592,N002605,3355.551
N002593,N002630,1567.151
N002593,N002667,2689.011
N002593,N002641,4503.117
N002594,N002632,6206.552
N002595,N002634,1831.098
N002595,N002926,4985.168
N002596,N002660,6221.104
N002597,N002758,4560.093
N002598,N002658,3247.454
N002598,N002666,1002.978
N002598,N002604,1448.277
N002601,N002644,187.161
N002601,N002660,4478.136
N002602,N002651,5938.767
N002602,N002638,416.058
N002604,N002666,5752.144
N002604,N002663,2361.77
N002605,N002610,439.944
N002605,N002635,2716.914
N002605,N002615,2543.559
N002606,N002629,1449.605
N002607,N002660,6021.606
N002607,N002609,3535.314
N002607,N002669,3081.003
N002607,N002617,3877.832
N002607,N002611,1209.17
N002608,N002613,5415.681
N002608,N002657,795.358
N002609,N002660,8525.794
N002609,N002626,644.766
N002609,N002625,4086.781
N002610,N002621,11166.896
N002610,N002670,1711.486
N002611,N002669,3047.088
N002611,N002617,2173.147
N002613,N002657,5368.714
N002614,N002661,2014.048
N002615,N002635,2127.871
N002616,N002637,6275.189
N002616,N002657,3647.036
N002617,N002660,2120.843
N002617,N002669,6757.027
N002618,N002646,2275.627
N002618,N002623,4537.944
N002619,N002659,1475.616
N002619,N002656,5102.688
N002619,N002629,2001.332
N002619,N002652,4097.521
N002620,N002896,318.08
N002620,N002956,2209.403
N002621,N002628,3830.736
N002621,N002624,11881.394
N002622,N002640,8065.579
N002622,N002648,7325.062
N002624,N002662,5236.618
N002625,N002626,8747.737
N002625,N002658,504.513
N002625,N002642,1854.019
N002625,N002643,2337.48
N002626,N002627,7618.909
N002626,N002643,1361.779
N002629,N002640,8565.187
N002629,N002656,1272.977
N002629,N002652,3621.279
N002630,N002667,1075.762
N002631,N002637,4680.418
N002632,N002637,4363.722
N002634,N003064,254.076
N002634,N002976,4106.096
N002634,N002926,179.637
N002635,N002663,2912.953
N002635,N002659,2727.839
N002638,N002651,558.837
N002639,N002784,1672.128
N002639,N002772,1511.635
N002639,N002878,2110.102
N002639,N002757,6685.48
N002640,N002643,6577.92
N002640,N002666,5557.531
N002640,N002648,568.441
N002640,N002656,2053.678
N002641,N003125,4091.757
N002641,N003119,2614.754
N002642,N002658,5400.678
N002642,N002643,7355.415
N002642,N002666,1675.159
N002643,N002666,4041.72
N002644,N002896,1828.515
N002644,N003115,1446.511
N002644,N002985,1070.124
N002644,N003023,1794.905
N002646,N002653,2101.576
N002649,N002652,957.525
N002650,N002653,2551.954
N002650,N002661,4812.844
N002653,N002670,1486.672
N002653,N002661,696.981
N002656,N002666,1233.942
N002656,N002659,1925.646
N002659,N002663,4155.719
N002663,N002666,2864.596
N002665,N003081,5301.674
N002671,N002800,4050.62
N002671,N002748,2372.512
N002671,N002798,616.819
N002671,N002822,10633.446
N002672,N002805,1770.636
N002672,N002729,6422.105
N002672,N002772,5932.77
N002673,N002741,7024.265
N002673,N002816,2660.117
N002673,N002801,6638.032
N002673,N002768,4357.167
N002673,N002724,9455.703
N002673,N002865,3587.187
N002673,N002765,13275.069
N002673,N002782,4417.587
N002674,N002820,5584.328
N002674,N002778,2433.996
N002674,N002733,4583.391
N002674,N002692,8319.298
N002675,N002755,661.821
N002675,N002849,1115.221
N002675,N002874,3083.935
N002675,N002861,4608.295
N002675,N002754,4740.962
N002675,N002763,331.42
N002676,N002859,2950.033
N002676,N002817,3211.174
N002676,N002827,1542.771
N002676,N002696,2887.568
N002676,N002702,1347.309
N002677,N002700,6933.534
N002677,N002836,4694.762
N002677,N002770,678.775
N002677,N002760,270.601
N002677,N002678,4154.596
N002678,N002836,2221.733
N002678,N002679,6533.643
N002678,N002803,3237.293
N002678,N002756,1775.97
N002679,N002852,7957.381
N002679,N002803,3622.006
N002679,N002762,154.504
N002680,N002681,3086.381
N002680,N002848,4016.004
N002680,N002742,3873.143
N002680,N002828,5652.125
N002680,N002862,2985.699
N002680,N002689,6069.061
N002680,N002830,1377.331
N002681,N002782,2459.012
N002681,N002732,4927.023
N002681,N002808,7846.722
N002681,N002726,4401.639
N002681,N002848,7164.826
N002681,N002734,454.151
N002681,N002800,5043.711
N002681,N002748,4336.798
N002681,N002862,5915.47
N002681,N002822,2267.147
N002682,N002862,6474.429
N002682,N002689,7685.885
N002682,N002719,587.847
N002683,N002813,4688.872
N002683,N002858,3394.781
N002683,N002751,2271.446
N002683,N002717,1055.135
N002683,N002797,1447.853
N002683,N002728,5402.426
N002684,N002797,1516.637
N002684,N002728,7937.703
N002684,N002716,6439.716
N002684,N002688,1892.791
N002685,N002782,5340.909
N002685,N002809,5080.176
N002685,N002725,1368.821
N002685,N002734,2634.39
N002685,N002771,2808.979
N002686,N002826,2895.355
N002686,N002687,5231.07
N002686,N002866,1839.869
N002686,N002779,3697.728
N002686,N002796,4581.502
N002687,N002719,5115.956
N002687,N002826,5475.759
N002687,N002866,1256.284
N002688,N002830,835.121
N002688,N002716,8811.892
N002689,N002862,7922.418
N002689,N002719,2244.054
N002689,N002826,6592.772
N002690,N002826,7074.909
N002690,N002796,2770.757
N002690,N002736,12862.047
N002691,N002703,5543.459
N002691,N002885,8193.679
N002691,N002854,254.119
N002691,N002846,837.664
N002691,N002727,7894.031
N002692,N002733,2659.572
N002692,N002851,7107.703
N002692,N002887,3294.322
N002692,N002699,9486.129
N002692,N002697,5907.701
N002692,N002777,1012.097
N002693,N002793,1566.82
N002693,N002846,7810.284
N002693,N002698,2765.292
N002693,N002727,3751.863
N002693,N002815,1404.633
N002693,N002850,5324.313
N002693,N002788,743.44
N002693,N002876,2129.675
N002694,N002899,8274.436
N002694,N002852,7668.085
N002694,N002807,4630.669
N002695,N002887,4235.463
N002695,N002714,5949.317
N002696,N002859,4563.331
N002696,N002702,5760.485
N002696,N002718,10487.69
N002696,N002747,4143.518
N002696,N002873,784.261
N002697,N002699,4052.821
N002697,N002821,2461.4
N002697,N002777,5005.05
N002697,N002761,1852.063
N002698,N002769,3804.374
N002698,N002793,4091.595
N002698,N002792,2882.688
N002698,N002753,2461.296
N002699,N002887,7724.519
N002699,N002714,3616.927
N002699,N002821,6622.077
N002700,N002770,7340.359
N002701,N002834,4413.877
N002701,N002770,457.801
N002701,N002885,10399.105
N002702,N002827,5364.929
N002702,N002747,1975.754
N002702,N002860,1908.5
N002703,N002859,3086.457
N002703,N002817,2966.515
N002703,N002727,1997.311
N002703,N002871,2066.022
N002703,N002827,256.457
N002704,N002827,4774.623
N002704,N002879,3618.518
N002704,N002801,3996.368
N002704,N002860,3969.029
N002705,N003129,3591.713
N002705,N003078,6414.897
N002705,N002844,3443.421
N002705,N002843,2542.52
N002706,N002806,4214.438
N002706,N002872,1351.096
N002706,N002786,6574.524
N002706,N002848,6547.917
N002706,N002745,995.585
N002707,N002773,5289.365
N002707,N002821,7845.34
N002707,N002819,8425.315
N002707,N002877,4743.929
N002707,N002829,2053.83
N002707,N002818,3858.098
N002708,N002748,1215.28
N002708,N002862,6048.045
N002708,N002798,3925.707
N002708,N002719,2877.864
N002709,N002790,3247.222
N002709,N002789,6312.416
N002709,N002757,2088.185
N002710,N002755,3742.888
N002710,N002804,1354.688
N002710,N002840,2221.506
N002711,N002724,8810.716
N002711,N002840,3195.263
N002711,N002814,3487.185
N002711,N002809,1474.977
N002711,N002725,1403.715
N002712,N002886,9175.478
N002712,N002797,308.338
N002712,N002830,9583.74
N002712,N002716,3361.758
N002713,N002881,4036.466
N002713,N002863,2967.608
N002713,N002749,924.693
N002713,N002843,11169.064
N002713,N002812,4398.845
N002713,N002738,6687.488
N002713,N002755,3776.289
N002713,N002849,3184.946
N002713,N002874,1446.703
N002714,N002887,4292.28
N002714,N002773,9340.652
N002714,N002821,1421.668
N002714,N002819,449.192
N002715,N002765,1004.105
N002715,N002869,5790.809
N002715,N002808,3002.97
N002715,N002848,7768.993
N002716,N002797,3324.768
N002716,N002830,3360.027
N002717,N002751,3733.052
N002717,N002845,4545.666
N002717,N002728,5042.508
N002718,N002820,11611.732
N002718,N002873,1881.624
N002719,N002862,5157.939
N002719,N002798,4896.139
N002719,N002826,891.589
N002719,N002867,42.021
N002719,N002866,6566.497
N002720,N002764,3521.215
N002720,N002767,664.111
N002720,N002722,3626.557
N002720,N002805,134.208
N002720,N002799,1328.037
N002720,N002766,1639.358
N002720,N002729,7913.694
N002721,N003011,1821.959
N002721,N003079,2123.089
N002721,N003098,7509.888
N002721,N002737,6360.13
N002721,N002746,5222.128
N002721,N002880,5336.47
N002721,N002787,818.068
N002722,N002795,6510.485
N002722,N002723,1283.617
N002722,N002805,6147.907
N002722,N002811,3269.554
N002723,N002825,3815.218
N002723,N002795,3304.978
N002723,N002771,1817.914
N002723,N002810,3146.256
N002723,N002811,5343.183
N002723,N002823,4532.399
N002723,N002822,3096.542
N002724,N002755,1953.739
N002724,N002832,4485.033
N002724,N002804,2733.777
N002724,N002768,5429.807
N002724,N002840,4971.959
N002724,N002782,1229.41
N002724,N002809,5949.385
N002725,N002840,2742.707
N002725,N002814,3194.451
N002725,N002809,7742.353
N002725,N002839,8275.715
N002725,N002825,5051.626
N002725,N002771,1177.284
N002726,N002734,6056.215
N002726,N002824,2393.925
N002726,N002822,6578.484
N002727,N002846,119.472
N002727,N002871,4686.087
N002727,N002788,3823.681
N002728,N002797,6268.945
N002729,N002805,1841.559
N002730,N002758,651.758
N002730,N002802,4699.995
N002730,N002781,8778.168
N002730,N002785,2388.678
N002730,N002868,7017.902
N002731,N002872,2366.685
N002731,N002780,1915.595
N002731,N002813,8493.54
N002731,N002740,3646.359
N002732,N002765,4907.383
N002732,N002782,1913.072
N002732,N002808,3888.345
N002733,N002778,7235.573
N002733,N002873,4428.688
N002733,N002851,4655.684
N002733,N002872,1407.64
N002734,N002782,4495.64
N002734,N002771,3666.563
N002734,N002824,3772.118
N002735,N002867,3489.147
N002735,N002779,2166.583
N002736,N002826,270.593
N002736,N002796,1929.742
N002737,N003011,1003.878
N002737,N002990,1827.242
N002737,N002881,1703.923
N002737,N002863,4145.66
N002737,N002835,584.233
N002737,N002787,1337.067
N002738,N002755,8356.013
N002739,N002803,1827.859
N002739,N002762,2519.122
N002739,N002756,3749.499
N002739,N002857,7786.735
N002740,N002872,10799.605
N002740,N002813,3697.248
N002740,N002842,5768.504
N002740,N002818,7582.513
N002741,N002853,3826.485
N002741,N002856,3748.095
N002741,N002816,516.13
N002741,N002768,4675.319
N002742,N002872,2173.546
N002742,N002786,6461.718
N002742,N002848,4787.577
N002742,N002745,6806.684
N002742,N002780,5610.278
N002742,N002828,8261.597
N002743,N002857,4570.972
N002743,N002791,1332.524
N002743,N002847,747.875
N002743,N002792,5149.673
N002743,N002837,3583.466
N002744,N002852,7664.098
N002744,N002807,261.183
N002744,N002762,2285.266
N002744,N002833,3990.305
N002745,N002786,1259.79
N002745,N002848,13753.279
N002746,N002880,3801.215
N002746,N002787,2490.851
N002747,N002873,2699.795
N002747,N002860,6286.479
N002747,N002806,2006.349
N002748,N002800,7882.678
N002748,N002862,10503.935
N002748,N002798,2448.389
N002749,N002863,1362.382
N002749,N002883,4256.921
N002749,N002884,4173.849
N002749,N002874,3923.786
N002750,N002861,3292.147
N002750,N002838,390.302
N002750,N002754,948.568
N002750,N002759,4418.045
N002750,N002839,6504.455
N002750,N002764,2059.566
N002750,N002767,1230.763
N002751,N002858,4881.594
N002751,N002845,1268.352
N002752,N002884,1231.102
N002752,N002763,4953.242
N002752,N002759,5095.05
N002752,N002799,2879.898
N002753,N002792,4308.341
N002753,N002876,6604.853
N002753,N002856,5278.799
N002754,N002861,2257.564
N002754,N002763,5015.146
N002754,N002759,1787.087
N002755,N002812,5042.256
N002755,N002832,2052.083
N002755,N002804,8844.953
N002755,N002849,7516.034
N002755,N002840,299.902
N002755,N002861,675.097
N002756,N002836,1778.681
N002756,N002760,1399.922
N002756,N002803,2733.365
N002756,N002857,1631.036
N002756,N002791,3101.268
N002757,N002790,2286.814
N002757,N002789,3756.571
N002757,N002781,12442.188
N002758,N002781,6750.193
N002759,N002763,2165.522
N002759,N002764,2347.289
N002759,N002799,1062.05
N002759,N002766,2162.176
N002760,N002836,1732.491
N002760,N002770,2379.706
N002760,N002791,2763.421
N002761,N002872,899.327
N002761,N002777,6344.134
N002761,N002877,3111.34
N002761,N002842,4819.694
N002762,N002852,456.071
N002762,N002803,3641.462
N002762,N002833,308.791
N002762,N002857,2909.306
N002763,N002884,2176.12
N002763,N002874,1199.85
N002764,N002767,3181.19
N002764,N002766,2559.929
N002765,N002865,2255.29
N002765,N002869,12598.596
N002765,N002782,5199.71
N002765,N002848,3298.938
N002766,N002799,4385.093
N002767,N002839,2065.664
N002767,N002841,1953.297
N002767,N002875,3054.55
N002767,N002795,622.618
N002768,N002812,1530.823
N002768,N002853,119.845
N002768,N002832,4232.975
N002769,N002770,5968.765
N002769,N002885,1546.311
N002769,N002847,7768.941
N002769,N002793,2720.698
N002770,N002834,7721.073
N002770,N002885,3048.425
N002770,N002791,1081.314
N002770,N002847,228.475
N002771,N002825,4015.686
N002771,N002824,2263.819
N002771,N002810,4119.14
N002772,N002805,954.69
N002772,N002784,5467.776
N002773,N002821,258.441
N002773,N002819,1277.062
N002774,N002807,2491.928
N002774,N003103,5134.593
N002774,N002776,5394.355
N002774,N003105,678.137
N002774,N002775,442.129
N002775,N002776,11469.155
N002775,N003105,2858.4
N002775,N002857,1178.696
N002775,N002864,9588.93
N002775,N002843,3393.41
N002776,N002807,4683.165
N002776,N002833,1080.821
N002776,N002857,9495.91
N002777,N002851,1212.524
N002777,N002872,3490.82
N002777,N002821,4796.344
N002777,N002877,1372.192
N002778,N002820,6111.19
N002779,N002867,2878.127
N002779,N002866,7662.765
N002779,N002796,8234.371
N002780,N002872,7169.749
N002780,N002813,2529.532
N002780,N002828,1697.944
N002780,N002886,5245.172
N002781,N002789,484.097
N002781,N002802,806.692
N002782,N002809,4110.351
N002783,N002855,1597.071
N002783,N002785,7520.501
N002784,N002805,4251.976
N002784,N002878,2544.447
N002785,N002822,3091.757
N002785,N002802,11785.756
N002785,N002855,3830.587
N002785,N002868,1919.989
N002786,N002872,11498.811
N002787,N002835,1572.426
N002788,N002871,1969.868
N002788,N002827,246.574
N002788,N002815,4358.513
N002788,N002879,4450.115
N002788,N002801,2895.544
N002789,N002790,5501.716
N002789,N002822,4617.257
N002789,N002794,5866.508
N002789,N002802,3657.969
N002790,N002805,4729.94
N002790,N002811,8495.676
N002790,N002878,3653.296
N002790,N002822,1434.993
N002791,N002857,3443.073
N002791,N002847,7788.889
N002792,N002847,6277.202
N002792,N002837,1322.362
N002792,N002856,4037.8
N002793,N002885,1231.603
N002793,N002854,710.945
N002793,N002846,2130.698
N002794,N002822,5829.782
N002794,N002802,5325.545
N002795,N002839,614.148
N002795,N002841,3222.101
N002795,N002875,4263.533
N002795,N002825,1993.752
N002796,N002826,713.359
N002797,N002813,8397.38
N002797,N002886,6881.397
N002798,N002822,8618.208
N002798,N002867,5796.458
N002798,N002855,781.237
N002800,N002822,2851.594
N002801,N002815,796.229
N002801,N002850,1132.756
N002801,N002879,3016.748
N002801,N002831,9427.566
N002801,N002816,1848.813
N002801,N002860,4382.599
N002801,N002865,16154.858
N002802,N002822,530.632
N002804,N002840,3131.89
N002805,N002811,2823.59
N002805,N002878,1169.78
N002806,N002873,5530.813
N002806,N002860,5670.842
N002806,N002872,8855.505
N002806,N002848,2201.485
N002807,N002852,1002.99
N002807,N003103,773.813
N002807,N002833,1922.493
N002809,N002814,3690.325
N002810,N002824,4577.278
N002810,N002822,4578.837
N002811,N002823,4642.096
N002811,N002822,1082.547
N002812,N002857,1424.008
N002812,N002882,7120.758
N002812,N002843,6577.739
N002812,N002837,7033.963
N002812,N002853,2656.13
N002812,N002832,5827.295
N002813,N002886,7547.905
N002813,N002818,3793.346
N002813,N002858,2986.68
N002815,N002850,3706.973
N002816,N002856,5261.898
N002816,N002831,4931.72
N002817,N002859,1501.319
N002817,N002827,1783.894
N002818,N002877,1500.181
N002818,N002842,1090.918
N002818,N002829,5125.794
N002818,N002870,5001.753
N002818,N002858,7380.108
N002819,N002829,4716.374
N002819,N002870,2823.739
N002820,N002873,660.488
N002821,N002877,2761.222
N002822,N002824,5215.644
N002822,N002823,2517.286
N002822,N002855,4064.291
N002825,N002839,1253.798
N002827,N002871,6619.472
N002827,N002860,493.764
N002828,N002886,3618.328
N002828,N002830,4109.894
N002829,N002870,14957.324
N002830,N002886,3264.531
N002831,N002850,864.915
N002831,N002876,4634.013
N002831,N002856,390.834
N002833,N002857,3520.36
N002835,N002863,3103.67
N002835,N002883,4168.933
N002837,N002857,3715.948
N002837,N002882,4236.89
N002837,N002853,4059.129
N002837,N002856,6710.349
N002838,N002840,6281.999
N002838,N002861,5886.901
N002838,N002839,2223.678
N002839,N002840,133.76
N002839,N002841,3953.143
N002840,N002861,2131.367
N002841,N002875,956.906
N002842,N002872,331.501
N002842,N002877,3364.136
N002843,N003105,1344.081
N002843,N002857,2767.627
N002843,N002864,3360.291
N002843,N003078,3155.608
N002843,N003011,527.174
N002843,N002990,1562.437
N002843,N002881,2798.693
N002843,N002844,6022.592
N002844,N003129,977.745
N002846,N002854,4609.9
N002846,N002850,277.665
N002848,N002860,4751.14
N002848,N002865,7591.558
N002848,N002869,6990.027
N002849,N002874,6091.592
N002850,N002876,2268.599
N002851,N002872,7582.171
N002852,N002899,769.395
N002853,N002856,1758.119
N002854,N002885,3737.661
N002855,N002867,6444.177
N002857,N002882,14470.036
N002858,N002870,5860.889
N002860,N002865,1465.79
N002863,N002881,4268.396
N002863,N002883,581.136
N002864,N003105,6184.857
N002866,N002867,4636.952
N002872,N002873,614.136
