source,target,kozos_hatar_m
N003209,N003470,457.7
N003209,N003447,213.591
N003210,N003213,1216.353
N003210,N003214,1011.243
N003211,N003215,471.448
N003211,N003219,308.481
N003211,N003218,399.373
N003212,N003219,965.864
N003215,N003452,523.322
N003215,N003472,284.62
N003215,N003218,163.702
N003215,N003217,579.841
N003216,N003580,1531.689
N003216,N003589,268.807
N003216,N003582,1145.041
N003216,N003567,948.708
N003216,N003553,193.661
N003216,N003554,31.001
N003217,N003472,725.13
N003217,N003219,70.485
N003217,N003218,509.5
N003217,N003469,129.445
N003218,N003219,421.181
N003220,N003230,207.71
N003220,N003222,1009.297
N003220,N003224,453.632
N003220,N003223,1332.771
N003220,N003221,327.785
N003221,N003223,940.829
N003221,N003229,1322.575
N003221,N003228,1322.575
N003222,N003230,1636.056
N003223,N003224,78.224
N003223,N003227,560.251
N003223,N003229,307.593
N003223,N003228,307.593
N003224,N003230,694.523
N003224,N003225,1022.072
N003224,N003227,421.883
N003225,N003230,292.685
N003225,N003239,68.363
N003225,N003227,126.495
N003225,N003226,1357.843
N003226,N003239,2201.803
N003226,N003227,462.175
N003226,N003231,1029.321
N003226,N003249,570.911
N003227,N003229,402.201
N003227,N003228,402.201
N003227,N003231,753.331
N003228,N003229,4032.305
N003228,N003231,1001.21
N003229,N003231,1001.21
N003231,N003249,219.935
N003232,N003240,700.66
N003232,N003236,364.208
N003232,N003237,208.826
N003232,N003233,534.011
N003233,N003236,234.251
N003233,N003237,37.649
N003233,N003234,543.757
N003233,N003235,303.949
N003233,N003243,414.671
N003234,N003237,642.853
N003234,N003243,153.972
N003234,N003726,931.752
N003235,N003236,724.243
N003235,N003243,380.278
N003235,N003552,708.885
N003235,N003241,405.347
N003236,N003557,476.874
N003236,N003240,494.19
N003236,N003556,938.389
N003237,N003471,100.304
N003237,N003238,834.109
N003237,N003240,214.359
N003237,N003443,543.132
N003237,N003726,27.741
N003237,N003245,754.72
N003238,N003446,459.714
N003238,N003471,1023.43
N003238,N003240,804.743
N003239,N003246,1929.709
N003239,N003250,1515.833
N003239,N003249,566.308
N003240,N003446,135.215
N003240,N003557,471.784
N003241,N003243,843.441
N003241,N003726,266.654
N003241,N003245,154.983
N003241,N003552,139.619
N003241,N003242,262.066
N003241,N003244,1077.332
N003242,N003550,14.869
N003242,N003552,671.251
N003242,N003244,1208.54
N003242,N003246,12.046
N003242,N003248,998.548
N003242,N003250,398.089
N003243,N003726,252.128
N003244,N003245,47.868
N003244,N003246,954.103
N003245,N003443,181.392
N003245,N003726,1214.706
N003245,N003246,1207.542
N003246,N003250,93.937
N003247,N003550,2098.59
N003247,N003248,585.126
N003247,N003250,1397.929
N003247,N003249,3108.763
N003248,N003550,1095.888
N003248,N003250,1056.203
N003249,N003250,344.741
N003251,N003276,55.695
N003251,N003275,630.502
N003251,N003379,423.996
N003251,N003252,72.665
N003251,N003277,528.474
N003251,N003380,73.238
N003252,N003276,812.374
N003252,N003537,535.489
N003252,N003277,778.1
N003253,N003254,167.914
N003253,N003256,366.855
N003253,N003258,235.793
N003253,N003257,60.374
N003254,N003259,252.291
N003254,N003264,227.457
N003254,N003256,18.577
N003254,N003258,135.728
N003255,N003259,197.039
N003255,N003383,291.945
N003255,N003382,321.967
N003255,N003258,179.895
N003255,N003257,135.587
N003255,N003261,373.47
N003255,N003291,735.989
N003255,N003282,81.713
N003256,N003264,150.28
N003256,N003257,134.235
N003256,N003341,105.073
N003256,N003344,304.284
N003257,N003258,206.382
N003257,N003261,394.873
N003257,N003344,189.418
N003258,N003259,391.059
N003259,N003260,531.779
N003259,N003384,706.212
N003259,N003383,48.76
N003259,N003264,152.548
N003260,N003270,1044.99
N003260,N003384,388.797
N003260,N003266,119.932
N003260,N003264,425.874
N003261,N003344,164.84
N003261,N003347,121.013
N003261,N003282,180.542
N003262,N003273,97.892
N003262,N003271,1328.694
N003262,N003272,1263.784
N003262,N003263,238.222
N003262,N003265,141.641
N003263,N003271,122.461
N003263,N003269,371.852
N003263,N003265,353.791
N003263,N003268,180.385
N003264,N003266,30.727
N003264,N003267,384.86
N003264,N003341,55.993
N003265,N003272,667.028
N003265,N003355,431.474
N003265,N003268,117.871
N003265,N003346,380.981
N003265,N003356,219.766
N003265,N003338,112.551
N003266,N003270,57.269
N003266,N003269,342.455
N003266,N003267,241.421
N003266,N003268,166.207
N003267,N003268,386.055
N003267,N003341,401.944
N003268,N003269,81.179
N003268,N003346,621.55
N003269,N003271,15.847
N003269,N003270,115.406
N003270,N003271,1423.582
N003270,N003384,513.98
N003271,N003273,725.345
N003271,N003407,55.42
N003271,N003396,131.113
N003271,N003406,84.355
N003271,N003384,246.798
N003272,N003273,899.942
N003272,N003274,652.852
N003272,N003355,496.063
N003273,N003674,1585.947
N003273,N003662,930.655
N003273,N003661,431.856
N003273,N003669,577.2
N003273,N003276,35.804
N003273,N003275,309.003
N003273,N003407,1158.542
N003273,N003274,1235.579
N003274,N003275,1320.222
N003274,N003379,407.255
N003274,N003355,1003.49
N003275,N003276,962.336
N003275,N003379,364.618
N003276,N003669,715.171
N003276,N003536,743.455
N003276,N003537,77.919
N003277,N003537,119.536
N003277,N003380,736.739
N003278,N003279,37.717
N003278,N003329,328.079
N003278,N003287,203.696
N003278,N003285,266.639
N003278,N003294,42.565
N003278,N003306,528.965
N003278,N003288,228.669
N003279,N003290,363.105
N003279,N003280,622.216
N003279,N003546,868.935
N003279,N003329,204.263
N003279,N003287,39.111
N003280,N003290,266.719
N003280,N003281,454.728
N003280,N003329,348.443
N003281,N003284,143.821
N003281,N003283,456.996
N003281,N003318,254.359
N003281,N003329,120.973
N003282,N003291,424.206
N003282,N003347,371.464
N003282,N003284,23.53
N003282,N003283,420.33
N003282,N003318,77.658
N003283,N003284,297.791
N003283,N003318,203.721
N003284,N003291,488.987
N003284,N003290,734.134
N003285,N003546,249.321
N003285,N003287,551.543
N003285,N003288,452.909
N003286,N003288,526.139
N003286,N003289,293.904
N003286,N003468,553.059
N003287,N003546,624.61
N003288,N003306,213.446
N003288,N003299,34.072
N003288,N003289,369.574
N003289,N003299,471.172
N003289,N003450,208.386
N003289,N003468,217.453
N003290,N003382,564.648
N003290,N003410,65.048
N003290,N003291,218.035
N003291,N003382,55.349
N003292,N003294,404.106
N003292,N003595,262.06
N003292,N003297,281.346
N003293,N003294,195.273
N003293,N003306,488.312
N003293,N003297,91.088
N003293,N003295,299.023
N003293,N003299,340.512
N003294,N003326,82.366
N003294,N003329,225.715
N003294,N003322,246.236
N003294,N003306,183.106
N003294,N003297,63.772
N003295,N003297,134.746
N003295,N003307,300.343
N003295,N003299,210.46
N003295,N003305,276.939
N003296,N003313,65.559
N003296,N003298,281.769
N003296,N003302,160.217
N003296,N003317,993.0
N003296,N003300,829.737
N003296,N003505,505.85
N003296,N003456,278.942
N003297,N003595,220.996
N003297,N003327,44.67
N003297,N003312,227.977
N003297,N003303,15.355
N003297,N003307,341.196
N003298,N003313,290.479
N003298,N003303,275.848
N003298,N003302,318.909
N003299,N003305,214.11
N003299,N003450,125.171
N003300,N003302,383.166
N003300,N003304,416.932
N003300,N003456,848.702
N003300,N003457,429.565
N003301,N003303,230.023
N003301,N003307,350.013
N003301,N003302,164.507
N003301,N003305,11.884
N003301,N003304,249.781
N003302,N003303,28.678
N003302,N003304,266.335
N003303,N003312,264.001
N003303,N003313,60.724
N003303,N003307,104.782
N003304,N003305,532.618
N003304,N003451,85.653
N003305,N003307,138.586
N003305,N003450,516.627
N003308,N003333,204.62
N003308,N003331,158.14
N003308,N003334,79.206
N003308,N003311,322.48
N003308,N003314,112.793
N003308,N003310,245.411
N003308,N003315,161.554
N003309,N003314,86.169
N003309,N003310,187.478
N003309,N003330,103.222
N003309,N003315,196.518
N003309,N003504,462.126
N003309,N003317,691.783
N003309,N003505,26.819
N003310,N003314,327.66
N003310,N003315,261.1
N003311,N003325,90.754
N003311,N003334,314.285
N003311,N003327,150.159
N003311,N003324,353.491
N003311,N003315,62.577
N003312,N003327,104.043
N003312,N003324,229.479
N003312,N003313,203.961
N003313,N003324,268.602
N003313,N003315,295.846
N003314,N003331,259.525
N003314,N003330,392.384
N003315,N003324,40.39
N003315,N003317,265.443
N003316,N003354,238.349
N003316,N003335,252.492
N003316,N003352,364.599
N003316,N003331,773.329
N003316,N003487,584.677
N003316,N003506,605.766
N003316,N003330,77.032
N003317,N003505,344.424
N003318,N003347,236.965
N003318,N003348,240.947
N003318,N003320,375.24
N003318,N003328,15.583
N003318,N003326,166.937
N003318,N003329,19.26
N003319,N003337,135.062
N003319,N003348,341.262
N003319,N003320,109.601
N003319,N003351,100.322
N003319,N003321,253.431
N003319,N003325,128.331
N003319,N003332,279.202
N003320,N003348,67.24
N003320,N003328,194.694
N003320,N003323,159.521
N003320,N003321,118.589
N003321,N003323,104.655
N003321,N003322,248.933
N003321,N003332,241.236
N003321,N003595,155.122
N003321,N003327,15.507
N003322,N003326,107.706
N003322,N003323,247.146
N003322,N003595,148.167
N003323,N003328,129.53
N003323,N003326,100.935
N003324,N003327,313.228
N003325,N003351,333.293
N003325,N003332,346.012
N003325,N003333,81.323
N003325,N003334,349.288
N003325,N003327,21.086
N003326,N003328,242.125
N003326,N003329,474.289
N003327,N003332,338.864
N003327,N003595,341.595
N003330,N003331,78.386
N003330,N003506,246.843
N003330,N003504,310.641
N003331,N003335,326.45
N003331,N003333,506.616
N003333,N003335,459.014
N003333,N003351,131.813
N003333,N003334,351.321
N003335,N003354,443.122
N003335,N003336,726.798
N003335,N003351,408.833
N003336,N003338,183.259
N003336,N003349,177.708
N003336,N003354,17.49
N003336,N003350,589.209
N003336,N003337,125.385
N003336,N003351,70.957
N003337,N003340,333.424
N003337,N003353,240.288
N003337,N003348,123.023
N003337,N003351,424.667
N003338,N003346,212.832
N003338,N003356,86.271
N003338,N003349,807.145
N003338,N003354,1118.418
N003339,N003346,214.892
N003339,N003341,38.041
N003339,N003345,269.843
N003339,N003349,220.8
N003339,N003343,497.645
N003340,N003343,169.395
N003340,N003342,422.356
N003340,N003347,64.946
N003340,N003350,186.486
N003340,N003353,112.177
N003341,N003346,159.411
N003341,N003344,394.304
N003341,N003343,102.717
N003341,N003342,415.822
N003342,N003344,133.824
N003342,N003343,219.712
N003342,N003347,265.768
N003343,N003349,31.437
N003343,N003350,446.722
N003344,N003347,273.011
N003345,N003346,289.528
N003345,N003349,248.588
N003346,N003349,262.114
N003347,N003353,358.956
N003347,N003348,87.518
N003348,N003353,398.145
N003349,N003350,129.672
N003352,N003354,398.924
N003352,N003358,1320.301
N003352,N003523,784.66
N003352,N003492,301.402
N003352,N003491,301.402
N003352,N003487,627.247
N003352,N003361,64.564
N003354,N003356,1055.196
N003354,N003358,252.499
N003355,N003379,450.351
N003355,N003357,939.252
N003355,N003356,533.151
N003356,N003357,876.897
N003356,N003358,307.284
N003357,N003379,183.909
N003357,N003358,899.092
N003357,N003360,506.421
N003358,N003360,353.251
N003358,N003361,1055.601
N003359,N003373,401.28
N003359,N003364,524.137
N003359,N003377,1242.211
N003359,N003496,570.885
N003359,N003497,466.422
N003359,N003495,272.944
N003360,N003379,806.55
N003360,N003380,81.136
N003360,N003375,672.676
N003360,N003378,189.417
N003360,N003362,681.02
N003360,N003361,779.343
N003361,N003523,281.108
N003361,N003362,664.565
N003361,N003364,360.522
N003361,N003518,34.991
N003361,N003519,650.058
N003362,N003378,651.611
N003362,N003363,138.96
N003362,N003364,576.722
N003363,N003378,104.069
N003363,N003374,71.747
N003363,N003372,352.881
N003363,N003364,484.351
N003364,N003372,595.993
N003364,N003373,475.359
N003364,N003518,662.936
N003364,N003496,455.117
N003365,N003637,135.604
N003365,N003635,1989.981
N003365,N003381,1342.665
N003365,N003370,1990.28
N003365,N003376,824.808
N003366,N003367,899.98
N003366,N003370,788.7
N003366,N003368,1003.428
N003367,N003528,198.672
N003367,N003531,713.126
N003367,N003534,99.429
N003367,N003381,672.814
N003367,N003375,1100.56
N003367,N003370,11.744
N003367,N003369,403.501
N003368,N003370,310.225
N003368,N003369,111.088
N003368,N003371,1139.951
N003369,N003375,799.016
N003369,N003371,815.118
N003369,N003378,195.438
N003369,N003374,327.635
N003369,N003372,785.455
N003370,N003381,541.42
N003370,N003371,96.033
N003370,N003376,422.525
N003370,N003373,1444.462
N003371,N003372,59.6
N003371,N003373,1334.235
N003372,N003374,354.96
N003372,N003373,241.597
N003373,N003376,492.003
N003373,N003586,1220.12
N003373,N003377,1086.34
N003374,N003378,575.941
N003375,N003528,285.441
N003375,N003380,1222.896
N003375,N003378,166.592
N003376,N003635,1001.141
N003376,N003618,609.499
N003376,N003606,2955.891
N003376,N003586,302.973
N003376,N003587,2120.615
N003376,N003593,979.285
N003377,N003586,345.126
N003377,N003583,1098.074
N003377,N003495,221.4
N003379,N003380,906.515
N003380,N003537,534.654
N003380,N003528,47.532
N003381,N003538,625.207
N003381,N003539,625.207
N003381,N003637,175.941
N003381,N003529,445.389
N003381,N003534,591.649
N003382,N003398,512.004
N003382,N003383,747.373
N003382,N003410,677.553
N003383,N003406,208.371
N003383,N003384,513.603
N003383,N003398,213.546
N003384,N003406,1658.496
N003385,N003391,196.282
N003385,N003411,670.8
N003385,N003390,196.282
N003385,N003392,1147.093
N003385,N003386,120.326
N003385,N003387,452.651
N003385,N003409,855.679
N003386,N003392,2391.488
N003386,N003387,585.91
N003386,N003419,2063.712
N003387,N003419,977.377
N003387,N003409,484.001
N003387,N003393,14.739
N003387,N003435,1089.599
N003388,N003719,254.471
N003388,N003705,30.679
N003388,N003718,2218.179
N003388,N003715,721.719
N003388,N003685,1521.988
N003388,N003391,407.611
N003388,N003389,1450.271
N003388,N003390,407.611
N003388,N003392,860.38
N003389,N003685,855.362
N003389,N003391,2008.576
N003389,N003706,567.401
N003389,N003708,120.917
N003389,N003403,1056.126
N003389,N003405,527.401
N003389,N003413,384.415
N003389,N003400,299.015
N003389,N003390,2008.576
N003390,N003391,5844.039
N003390,N003400,558.065
N003390,N003411,1149.848
N003390,N003392,1523.657
N003391,N003400,558.065
N003391,N003411,1149.848
N003391,N003392,1523.657
N003393,N003409,668.371
N003393,N003394,801.532
N003393,N003410,679.754
N003393,N003435,882.654
N003393,N003434,82.441
N003393,N003426,470.448
N003394,N003401,135.549
N003394,N003399,521.475
N003394,N003409,326.919
N003394,N003397,483.448
N003394,N003408,99.69
N003394,N003395,326.019
N003394,N003410,38.37
N003395,N003397,430.781
N003395,N003398,81.835
N003395,N003408,363.742
N003395,N003410,850.25
N003396,N003407,1901.028
N003396,N003402,285.16
N003396,N003406,1570.145
N003396,N003397,192.283
N003396,N003398,832.036
N003397,N003402,380.758
N003397,N003401,243.899
N003397,N003398,638.272
N003397,N003408,370.557
N003398,N003406,212.849
N003398,N003410,126.078
N003399,N003411,421.222
N003399,N003401,1033.056
N003399,N003409,773.064
N003400,N003413,762.867
N003400,N003412,358.718
N003400,N003411,265.313
N003400,N003402,396.841
N003400,N003401,729.646
N003401,N003411,125.809
N003401,N003402,672.057
N003402,N003412,546.078
N003402,N003407,630.975
N003403,N003708,954.946
N003403,N003404,969.04
N003403,N003405,764.709
N003404,N003707,517.278
N003404,N003708,939.876
N003404,N003405,1072.091
N003404,N003674,1777.261
N003404,N003413,110.789
N003404,N003407,738.188
N003405,N003413,1773.075
N003407,N003674,268.178
N003407,N003413,355.042
N003407,N003412,1140.921
N003409,N003411,313.823
N003412,N003413,1214.612
N003414,N003420,624.571
N003414,N003416,229.695
N003414,N003439,319.862
N003414,N003424,282.325
N003414,N003438,1062.811
N003415,N003417,3242.971
N003415,N003437,419.308
N003415,N003438,501.615
N003415,N003422,549.856
N003415,N003421,549.856
N003416,N003418,198.889
N003416,N003417,540.088
N003416,N003439,1012.584
N003416,N003437,896.001
N003416,N003438,324.69
N003417,N003419,2415.911
N003417,N003418,487.256
N003417,N003437,793.856
N003418,N003419,878.463
N003418,N003435,708.934
N003418,N003436,619.725
N003418,N003439,708.96
N003418,N003424,115.919
N003419,N003435,179.685
N003420,N003433,12.963
N003420,N003430,828.711
N003420,N003424,698.936
N003421,N003438,914.04
N003421,N003422,2599.32
N003422,N003438,914.04
N003423,N003433,201.12
N003423,N003430,664.57
N003424,N003436,248.395
N003424,N003425,497.889
N003424,N003433,52.338
N003424,N003439,1078.728
N003425,N003436,571.402
N003425,N003429,73.882
N003425,N003427,73.882
N003425,N003428,73.882
N003425,N003432,234.5
N003425,N003440,407.688
N003425,N003433,160.871
N003426,N003434,1051.286
N003426,N003429,79.252
N003426,N003427,79.252
N003426,N003428,79.252
N003426,N003433,101.868
N003427,N003431,498.108
N003427,N003434,265.739
N003427,N003436,465.071
N003427,N003429,1777.591
N003427,N003428,1777.591
N003427,N003432,395.54
N003428,N003431,498.108
N003428,N003434,265.739
N003428,N003436,465.071
N003428,N003429,1777.591
N003428,N003432,395.54
N003429,N003431,498.108
N003429,N003434,265.739
N003429,N003436,465.071
N003429,N003432,395.54
N003430,N003433,522.883
N003431,N003435,372.576
N003431,N003434,740.444
N003431,N003436,144.639
N003432,N003440,358.985
N003432,N003433,124.648
N003433,N003440,632.844
N003434,N003435,162.525
N003435,N003436,385.571
N003437,N003438,133.484
N003441,N003486,283.019
N003441,N003484,369.499
N003441,N003466,1010.718
N003441,N003462,266.719
N003441,N003445,955.013
N003441,N003444,46.664
N003442,N003462,225.706
N003442,N003446,447.808
N003442,N003447,556.35
N003442,N003471,273.274
N003442,N003443,443.463
N003443,N003447,1077.256
N003443,N003471,881.903
N003444,N003462,160.058
N003444,N003445,1000.171
N003444,N003446,1075.691
N003444,N003557,375.804
N003445,N003484,278.028
N003445,N003557,489.423
N003446,N003462,332.051
N003446,N003557,112.649
N003446,N003471,384.284
N003447,N003462,144.633
N003447,N003470,1506.822
N003448,N003451,360.205
N003448,N003457,490.552
N003448,N003453,89.283
N003448,N003454,478.86
N003448,N003458,32.448
N003448,N003455,25.026
N003449,N003450,45.177
N003449,N003468,724.477
N003449,N003467,258.322
N003449,N003453,665.989
N003450,N003468,350.583
N003450,N003467,412.417
N003450,N003451,218.425
N003451,N003467,413.433
N003451,N003457,373.101
N003451,N003453,202.123
N003452,N003453,59.641
N003452,N003454,747.116
N003452,N003455,396.563
N003452,N003472,802.74
N003453,N003467,243.463
N003453,N003454,738.671
N003454,N003455,337.276
N003455,N003458,531.979
N003455,N003472,193.99
N003455,N003460,221.835
N003456,N003505,24.81
N003456,N003457,525.573
N003456,N003458,435.011
N003456,N003459,800.644
N003456,N003461,136.018
N003457,N003458,178.95
N003458,N003459,555.762
N003458,N003460,133.426
N003459,N003461,1154.361
N003459,N003460,374.577
N003459,N003475,98.31
N003460,N003472,540.765
N003460,N003475,442.611
N003460,N003469,470.619
N003461,N003505,106.094
N003461,N003465,1159.248
N003461,N003475,223.047
N003461,N003474,270.94
N003462,N003466,272.607
N003462,N003476,532.593
N003462,N003470,105.547
N003463,N003475,553.774
N003463,N003476,704.011
N003463,N003469,976.102
N003463,N003470,430.529
N003464,N003501,74.976
N003464,N003465,863.453
N003464,N003485,328.925
N003464,N003511,439.014
N003464,N003486,193.121
N003464,N003473,400.32
N003464,N003466,772.316
N003465,N003505,338.538
N003465,N003501,290.586
N003465,N003473,235.131
N003465,N003474,103.921
N003466,N003486,133.478
N003466,N003473,331.367
N003466,N003474,128.713
N003466,N003476,224.961
N003469,N003472,737.56
N003469,N003475,156.295
N003469,N003470,451.631
N003470,N003476,620.874
N003473,N003474,524.826
N003474,N003475,645.838
N003474,N003476,187.815
N003475,N003476,12.559
N003477,N003496,149.878
N003477,N003514,790.203
N003477,N003493,297.665
N003477,N003521,22.775
N003477,N003480,453.548
N003477,N003498,54.812
N003477,N003483,180.697
N003477,N003482,180.697
N003477,N003481,312.064
N003477,N003516,161.72
N003477,N003517,269.669
N003478,N003512,294.127
N003478,N003479,932.034
N003478,N003574,466.67
N003478,N003508,773.523
N003478,N003570,955.028
N003479,N003517,726.082
N003479,N003512,469.607
N003479,N003574,334.974
N003480,N003521,564.034
N003480,N003513,253.081
N003480,N003516,320.515
N003480,N003515,378.585
N003481,N003483,1099.13
N003481,N003482,1099.13
N003481,N003517,779.877
N003481,N003574,958.474
N003482,N003498,1183.818
N003482,N003483,2591.794
N003482,N003574,128.148
N003483,N003498,1183.818
N003483,N003574,128.148
N003484,N003510,185.392
N003484,N003486,1131.124
N003484,N003557,839.013
N003484,N003572,597.706
N003484,N003562,628.51
N003485,N003501,903.844
N003485,N003509,424.468
N003485,N003511,999.27
N003485,N003486,51.457
N003486,N003509,133.153
N003486,N003510,441.157
N003486,N003511,944.876
N003487,N003492,646.769
N003487,N003491,646.769
N003487,N003506,214.424
N003487,N003507,579.205
N003487,N003503,480.493
N003488,N003507,698.183
N003488,N003504,104.556
N003488,N003499,412.251
N003488,N003505,709.201
N003489,N003523,552.274
N003489,N003490,1369.706
N003489,N003492,337.09
N003489,N003491,337.09
N003489,N003522,410.1
N003489,N003519,70.241
N003490,N003523,552.274
N003490,N003492,337.09
N003490,N003491,337.09
N003490,N003522,410.1
N003490,N003519,70.241
N003491,N003523,189.851
N003491,N003492,1919.805
N003491,N003522,419.141
N003491,N003503,25.55
N003492,N003523,189.851
N003492,N003522,419.141
N003492,N003503,25.55
N003493,N003496,426.997
N003493,N003497,252.744
N003493,N003494,352.734
N003493,N003498,410.427
N003494,N003497,161.208
N003494,N003495,653.372
N003494,N003498,514.176
N003495,N003497,155.305
N003495,N003583,889.698
N003495,N003575,175.313
N003495,N003498,401.213
N003495,N003574,306.452
N003496,N003518,527.158
N003496,N003497,639.715
N003496,N003514,366.023
N003498,N003574,15.691
N003499,N003507,82.131
N003499,N003503,357.796
N003499,N003500,628.622
N003499,N003505,248.052
N003499,N003501,770.969
N003499,N003502,90.508
N003500,N003503,283.364
N003500,N003527,418.865
N003500,N003524,597.513
N003500,N003502,46.566
N003500,N003513,36.692
N003501,N003505,900.894
N003501,N003509,675.821
N003502,N003524,165.532
N003502,N003509,487.357
N003502,N003510,676.117
N003502,N003525,408.519
N003502,N003526,408.519
N003502,N003520,497.397
N003502,N003508,257.263
N003503,N003522,219.751
N003503,N003507,296.266
N003503,N003527,441.798
N003504,N003506,474.659
N003504,N003507,520.124
N003504,N003505,355.635
N003506,N003507,94.543
N003508,N003510,496.337
N003508,N003520,137.916
N003508,N003512,275.802
N003508,N003572,1122.714
N003508,N003570,139.565
N003509,N003510,550.089
N003510,N003572,139.066
N003512,N003516,67.2
N003512,N003515,95.563
N003512,N003517,337.989
N003512,N003520,574.23
N003513,N003522,151.787
N003513,N003527,496.344
N003513,N003524,532.952
N003513,N003521,462.328
N003513,N003515,129.032
N003514,N003518,986.423
N003514,N003521,323.892
N003515,N003524,92.297
N003515,N003516,583.868
N003515,N003520,446.545
N003516,N003517,717.905
N003517,N003574,115.884
N003518,N003519,1200.85
N003519,N003523,607.154
N003519,N003522,444.702
N003519,N003521,397.594
N003520,N003524,63.094
N003520,N003525,596.139
N003520,N003526,596.139
N003521,N003522,342.222
N003522,N003527,413.132
N003524,N003525,737.404
N003524,N003526,737.404
N003525,N003526,1742.061
N003528,N003535,283.252
N003528,N003530,620.127
N003528,N003537,1056.59
N003528,N003531,656.642
N003529,N003545,103.509
N003529,N003538,869.839
N003529,N003539,869.839
N003529,N003533,177.716
N003529,N003636,263.609
N003529,N003534,626.651
N003530,N003535,460.95
N003530,N003532,604.154
N003530,N003636,158.036
N003530,N003531,379.027
N003531,N003636,320.307
N003531,N003534,783.629
N003532,N003549,671.327
N003532,N003535,69.049
N003532,N003533,502.157
N003533,N003549,26.87
N003533,N003545,415.592
N003533,N003636,407.711
N003534,N003636,231.43
N003535,N003547,940.191
N003535,N003549,31.72
N003535,N003536,736.213
N003535,N003537,414.864
N003536,N003669,1000.452
N003536,N003547,23.353
N003536,N003667,243.95
N003536,N003537,428.71
N003538,N003622,585.442
N003538,N003545,891.475
N003538,N003539,3990.441
N003538,N003637,1018.478
N003539,N003622,585.442
N003539,N003545,891.475
N003539,N003637,1018.478
N003540,N003721,1298.376
N003540,N003722,184.188
N003540,N003543,1732.842
N003540,N003654,25.456
N003540,N003656,1085.196
N003540,N003541,523.03
N003540,N003542,26.492
N003541,N003656,793.422
N003541,N003542,451.211
N003541,N003548,837.469
N003542,N003543,773.369
N003542,N003544,367.372
N003542,N003548,595.993
N003542,N003622,459.228
N003542,N003549,183.262
N003542,N003545,491.158
N003543,N003721,284.691
N003543,N003544,1991.164
N003544,N003721,95.373
N003544,N003642,1196.056
N003544,N003619,632.6
N003544,N003620,929.479
N003544,N003622,70.457
N003545,N003622,216.687
N003545,N003549,677.297
N003547,N003656,135.485
N003547,N003668,762.917
N003547,N003548,942.116
N003547,N003667,147.966
N003547,N003549,509.859
N003548,N003656,58.638
N003548,N003549,510.883
N003550,N003554,984.768
N003550,N003551,1116.154
N003550,N003552,689.967
N003551,N003555,494.562
N003551,N003554,1351.477
N003551,N003552,410.003
N003552,N003556,336.571
N003552,N003555,785.984
N003553,N003566,61.807
N003553,N003565,925.847
N003553,N003568,1635.735
N003553,N003561,1528.457
N003553,N003554,2375.43
N003554,N003559,72.567
N003554,N003560,72.567
N003554,N003561,766.567
N003554,N003555,578.738
N003555,N003556,715.705
N003555,N003559,246.185
N003555,N003560,246.185
N003555,N003558,532.884
N003556,N003557,55.956
N003556,N003558,1063.951
N003557,N003564,1053.152
N003557,N003558,367.119
N003558,N003564,731.672
N003558,N003559,1043.618
N003558,N003560,1043.618
N003559,N003562,318.661
N003559,N003563,110.407
N003559,N003566,114.465
N003559,N003564,450.232
N003559,N003560,3837.545
N003559,N003561,1481.41
N003560,N003562,318.661
N003560,N003563,110.407
N003560,N003566,114.465
N003560,N003564,450.232
N003560,N003561,1481.41
N003561,N003566,313.428
N003562,N003572,373.651
N003562,N003571,894.048
N003562,N003563,73.936
N003562,N003564,1085.137
N003563,N003569,668.793
N003563,N003571,543.311
N003563,N003566,840.999
N003563,N003568,230.981
N003565,N003566,486.245
N003565,N003568,648.175
N003566,N003568,168.403
N003567,N003574,63.412
N003567,N003573,1471.498
N003567,N003569,1194.431
N003567,N003582,625.791
N003567,N003568,2487.947
N003568,N003569,112.356
N003569,N003574,149.646
N003569,N003570,1509.61
N003570,N003574,522.06
N003570,N003572,134.012
N003570,N003571,745.036
N003571,N003572,787.919
N003573,N003577,1049.837
N003573,N003574,664.264
N003573,N003579,393.686
N003573,N003582,1590.382
N003574,N003575,17.819
N003574,N003577,1293.488
N003575,N003586,639.262
N003575,N003583,1475.627
N003575,N003585,756.065
N003575,N003576,259.885
N003575,N003577,455.128
N003576,N003585,1032.274
N003576,N003592,439.282
N003576,N003577,796.868
N003576,N003581,158.425
N003576,N003579,580.562
N003577,N003579,358.604
N003578,N003588,1072.68
N003578,N003590,1695.878
N003578,N003580,95.539
N003578,N003589,1538.341
N003579,N003581,1175.519
N003579,N003580,221.238
N003579,N003582,1148.791
N003580,N003591,40.294
N003580,N003581,439.677
N003580,N003590,379.917
N003580,N003589,890.792
N003580,N003582,1316.97
N003581,N003592,852.561
N003581,N003591,901.961
N003583,N003586,408.621
N003584,N003586,2020.276
N003584,N003587,2159.482
N003584,N003585,428.457
N003584,N003592,158.232
N003584,N003591,198.797
N003585,N003586,633.358
N003585,N003592,308.677
N003586,N003587,42.71
N003587,N003593,1217.2
N003587,N003591,989.649
N003588,N003593,1782.043
N003588,N003603,2136.474
N003588,N003605,901.903
N003588,N003590,1295.34
N003590,N003593,1391.921
N003590,N003591,601.946
N003591,N003593,1314.501
N003591,N003592,763.497
N003593,N003606,272.563
N003593,N003603,349.297
N003594,N003614,348.765
N003594,N003599,214.97
N003594,N003596,598.609
N003594,N003600,1218.621
N003594,N003602,656.595
N003594,N003601,1068.448
N003596,N003597,1760.959
